id,date,user,pc,to,cc,bcc,from,activity,size,attachments,content
{A0W2-O5TW30BV-1310PYOG},01/04/2010 10:52:14,BMF2337,PC-0949,Barclay.Mason.French@dtaa.com,,,John_S_Owens@lockheedmartin.com,View,40342,,"Ten minutes later she had closed the range enough to identify German torpedo boats and had engaged them. Lion was laid down at the Devonport Dockyard, Plymouth, on 29 November 1909. She was so badly damaged at the first of these battles that she had to be towed back to port by the battlecruiser {HMS|Indomitable|1907|2} and was under repair for more than two months. The American prisoners were returned to Arnold at Fort Anne on May 30, after being delayed for two days by high winds on the river. The garrison surrendered on May 19 after a confrontation with a combined force of British and Indian troops led by Captain George Forster."
{V5S5-V5ZW05HW-8910IXQO},01/04/2010 12:44:21,OEN0432,PC-4108,Ori.Emi.Nixon@dtaa.com,,,Holcomb-Ali@lockheedmartin.com,View,24891,,"Further Adventures of Lad, which includes the stories of his arrival at the Place and his death, was published in George H. Doran in 1922. He initially struggles to defend himself while muzzled, but then the other dog inadvertently bites through the strap holding the muzzle on, allowing Lad to quickly defeat him. Injecting himself and his wife, Anice, into the novel, Terhune positioned the character ""Master"" as a ""just, strict, well-intentioned but often rather bumbling man"" who could be overly sentimental and was balanced by the ""wise, calm, and patient"" ""Mistress""."
{U5Q3-R5YD95UF-8700EOWZ},01/03/2010 16:07:40,YCL0824,PC-6421,Palmer.Xander.Reed@dtaa.com;Erasmus.James.Garner@dtaa.com;MLB5864@northropgrumman.com,Julian.Reed.Rose@dtaa.com;Elton.Todd.Brewer@dtaa.com,Yvette.Charity.Lopez@dtaa.com,Yvette.Charity.Lopez@dtaa.com,Send,620836,C:\44cF4M2\VA1D6Z4Y.doc(585316),"Although Wandsworth Bridge is one of the busiest bridges in London, carrying over 50,000 vehicles daily, it has been described as ""probably the least noteworthy bridge in London"". Wandsworth Bridge and Albert Bridge were authorised on the same day, and were the last private tollbridges authorised in London."
{G6V8-E0CC34TT-7885ERNO},01/04/2010 10:39:51,BNK0087,PC-8835,Caldwell-Dominic@comcast.net,Wayne-Middleton@msn.com,,BNK1@juno.com,Send,18977,,"In the Classic Period, the location of the site would have placed Quirigua on a crossroads between the trading route from the highlands to the Caribbean coast and the route from Copan to the major cities of the Peten Basin. A longer account of the ruins was made in 1854 by Dr. Karl Scherzer. The Liber Eliensis names Hereswith, the sister of Hild, abbess of Whitby, as Anna's wife and the mother of Sathryth, Seaxburh of Ely and Athelthryth. Botolph's monastery at Iken may have been built in commemoration of the king."
{H0M8-G5EM03QA-3258EEZR},01/04/2010 09:04:31,VWV1249,PC-4585,Vladimir.Warren.Vincent@dtaa.com,,,Kylan_Rojas@raytheon.com,View,26910,,"In 1953, Chelsea's crest was changed to an upright blue lion looking backwards and holding a staff, which was to endure for the next three decades. On 19 May 2007, they became the first team to win the FA Cup at the new Wembley Stadium, having also been the last to win it at the old Wembley. Officially, Chelsea's highest home attendance is 82,905 for a First Division match against Arsenal on 12 October 1935."
{I0F6-U8JB26UH-9897AGOG},01/02/2010 11:57:16,BOV1609,PC-3155,Keaton.Bruno.Vasquez@dtaa.com,,,Brenda.Olivia.Valdez@dtaa.com,Send,1845202,C:\ZCF3B0RZ.jpg(1813831),"His letter was published in the Millennial Star, the Church's England-based periodical, on December 22, 1855, along with an editorial by Richards endorsing the project. They began slaughtering the handful of broken-down cattle that still remained while their death toll mounted. Journal entries reflect the optimism of the handcart pioneers, even amid their hardships: Contributions to expand the fund were encouraged. Survivor John Jacques wrote, ""I blame nobody."
{U1H5-E1DE32UD-1503OSKE},01/04/2010 10:08:24,CNC1177,PC-5198,Cecilia.Nora.Chambers@dtaa.com,,,Brenda_F_Hill@harris.com,View,18876,,"One reason for this is that her textbooks, so widely used during the first half of the century, were replaced by secular books in the second half of the century. Johnson, delighted that she admired Milton enough to carry his works with her at all times, ""subsequently invited her to his house and presented her with a volume of his famous periodical The Rambler"". Trimmer and her husband had twelve children. John Byng, for example, issued the dire warning that ""not only would education 'teach them to read seditious pamphlets, books and publications against Christianity'. but it would render them unfit for 'the laborious employment to which their rank in society had destined them'"". The students were taught to read, with the aim of teaching them to read the Bible."
{O6U7-N5LN88OZ-2596RAAC},01/04/2010 08:13:05,HLZ2414,PC-3770,Hall.Leonard.Zimmerman@dtaa.com,,,Hillary_Bridges@harris.com,View,19281,,"The battle took place six miles (9.7 km) southeast of the town of Brno, between that town and Austerlitz (Slavkov u Brna) in what is now the Czech Republic. In a letter written to Minister of Foreign Affairs Talleyrand, Napoleon requested Talleyrand not tell anyone about the upcoming battle because he did not want to disturb Empress Josephine. On November 25, general Savary was sent to the Allied headquarters at Olmutz in order to secretly examine the Allied forces' situation and deliver Napoleon's message expressing Napoleon's desire to avoid a battle. On one occasion he arranged accommodation for his men near a beach, well away from the din of night-time bombing that was causing them to lose sleep on a regular basis. In April 1942, Jeffrey was appointed to establish and command No. 2 Operational Training Unit (No. 2 OTU)."
{T1P7-Q0FT63IN-7599WMUZ},01/04/2010 09:19:14,CKG1972,PC-7912,Jordan.Yvette.William@dtaa.com;Brielle.Lillian.Soto@dtaa.com,August.Prescott.Solomon@dtaa.com,,Casey.Kareem.Guthrie@dtaa.com,Send,21231,,"The record fee received by the club was also ?50,000, paid by Brentford in 1997 for Ricky Reina. Dover were relegated to the Isthmian League Division One at the end of the season, but were saved from possible extinction in January 2005 when former director Jim Parmenter returned to head up a consortium that took over the club. Under Kinnear the club's fortunes turned round, with two top-five finishes followed by the Southern Division championship, and with it promotion, in the 1987-88 season. Although Athletic's improved monetary position means that the Supporters' Trust is no longer required to financially support the club, it remains active as a fundraising organisation. Bill Williams took over as manager in 1997 and proved to be Dover's most successful Conference manager, leading the club to the FA Trophy semi-finals in the 1997-98 season and a best ever league finish of sixth place in the 1999-2000 season."
{R3S2-E9CH73VF-3873FITB},01/04/2010 08:58:49,BBV3875,PC-7822,Noelle.M.Peck@gmail.com,,,Vaughn_Brenden@earthlink.net,Send,14821,,"The parties exchanged fire. The terms of capitulation included a guarantee of the personal safety of the captured men. To the Squamish Nation, Mount Cayley is called tak'takmu'yin tl'a in7in'axa7en. Photographs of Mount Cayley were taken by Fyles during the 1928 expedition and were published in the 1931 Canadian Alpine Journal Vol XX."
{E2M6-Y0AF13OX-4021QQGQ},01/04/2010 12:01:14,ABH2671,PC-1249,Ralph.Eagan.Jacobs@dtaa.com,,,Allen.Brandon.Hill@dtaa.com,Send,11230,,"Other bosses' vulnerabilities are hidden and appear for only short periods. Edge observed that Iridion is ""a sweet number that will entertain, if only for a week or so"". In contrast, critics derided the game's repetitive and frustrating gameplay. On release Iridion garnered generally poor reviews."
{O2N0-I9AI13RM-9658FBIF},01/02/2010 12:33:03,RCH2447,PC-0226,Reagan.Cecilia.Hawkins@dtaa.com,,,Dennis.Brendan.Spears@dtaa.com,View,23189,,"Some features of the teeth differentiate Dermotherium from both living colugo species, but other features are shared with only one of the two. Dermotherium is a genus of fossil mammals closely related to the living colugos, a small group of gliding mammals from Southeast Asia. It was decided not to invite Princess Andrew's daughters to the wedding because of the depth of anti-German sentiment in Britain following World War II. As the fighting continued, Princess Andrew was informed that her husband had died, just as hopes of a post-war reunion of the couple were rising."
{L5S3-Y4BE84IJ-8861KPSE},01/04/2010 10:23:10,NPR1612,PC-4783,Burt-Kenneth@netzero.com,,,Ramsey-Nicholas@juno.com,Send,1013700,C:\NPR1612\3VWWA413.doc(985813),"This road roughly followed the current routing of SR 78 from Escondido to the east of Brawley, although it traveled along a different routing from Westmorland into Brawley. There are plans to build a bypass around the downtown portion of the city of Brawley. Every year, the NHC re-analyzes the systems of the past hurricane season and revises the storm history frequently if there is new data that was operationally unavailable. The system continued to track northeast and strengthened slightly, reaching its peak intensity of 50 mph (85 km/h) as it approached the Azores that evening."
{X9L5-F1BT56WA-8873KQXK},01/03/2010 07:58:51,LLT0291,PC-1250,Halla.Sybil.Howe@dtaa.com,,Lawrence.Levi.Turner@dtaa.com,Lawrence.Levi.Turner@dtaa.com,Send,27291,,"A 1994 study of nesting sites in Eucalyptus regnans forest in the Strzelecki Ranges in eastern Victoria found the average age of trees used for hollows by the Yellow-tailed Black Cockatoo to be 228 years. It is not commonly seen in aviculture, especially outside Australia. The three species of the subgenus Zanda have been variously considered as two, then as a single species for many years. The rural nature of the area is indicated by a population density of approximately 0.4 persons per hectare (1 person for every 6.9 acres), compared to the average for the south-east of England of 4.2 persons per hectare (1 person for every 0.6 acres). The house and farm is also shown on a map of 1636 and at that time appears to represent the only building in the village other than the church and the rectory."
{W8H1-V4ZX78AE-0696KLFL},01/04/2010 08:34:46,AJV0176,PC-4409,Ainsley.Jena.Valentine@dtaa.com,,,SAK45@raytheon.com,View,47531,,"With an antiquity that dates to the paleolithic, Karnataka has also been home to some of the most powerful empires of ancient and medieval India. Depending on the agricultural capability of the soil, the soil types are divided into six types, viz. Sherburne decided to advance on May 20. Stanley (1973) is of the opinion that Indian participation was limited to those recruited by Lorimier, who went as far as Gananoque to recruit."
{A6C9-A3SR81WZ-4713KLHB},01/04/2010 09:37:22,ILH2989,PC-4373,Ima.Leigh.Hardin@dtaa.com,,,Kiona.Florence.Bullock@dtaa.com,View,24872,,"To their joy, Lad wins the blue ribbon in both the Novice and Winner classes, and they decide not to subject him to the four-day stay. Further Adventures of Lad, which includes the stories of his arrival at the Place and his death, was published in George H. Doran in 1922. As Terhune seems reluctant to note the facts of canine mating, Lady is never stated to actually go into heat. Despite losing its original building to a fire in 1951, it has remained active to the present day. In the mid-19th century, at the urging of Dublin's gentry, John Classon, an upper-class merchant, acquired the buildings then on the site, one of which had housed a circus, in order to establish a joint concert hall and civic institution for the lower classes."
{D3B1-Y6JR98LH-0640ZFZV},01/04/2010 10:34:11,CKR2586,PC-4639,Christopher.Knox.Ramirez@dtaa.com,,,Quintessa.S.York@hp.com,View,24164,,"Mauthausen initially served as a strictly-run prison camp for common criminals, prostitutes and other categories of ""Incorrigible Law Offenders"". Most of the prisoners in the sub-camps of Mauthausen were kept in various detention sites prior to transportation to their final destination."
{P6W0-N4IA66TI-9893WBOW},01/04/2010 11:39:32,ERG3905,PC-4872,Emily.Regina.Guerrero@dtaa.com,,,Sloane.Genevieve.Watts@dtaa.com,View,22518,,"The city of New Orleans closed 60 of its 72 floodgates to avoid possible flooding. They were upgraded to a hurricane warning when the storm was predicted to reach hurricane intensity. The group had lost its relevance and disbanded in 1924, but many of the roads they helped develop became part of the historic U.S. Route 66. Harvey imported a 50 foot (15 m) gondola from Venice, Italy in July 1901 to meet guests arriving by rail and carry them to the resort."
{R4G4-K5IQ16UO-9609XFYD},01/04/2010 08:25:53,ATR3231,PC-0288,Rhea.Shea.Wise@dtaa.com,,,Axel.Timon.Raymond@dtaa.com,Send,43800,,"The LSD pioneer Timothy Leary, who made an appearance at the Mantra-Rock Dance along with Augustus Owsley Stanley III and even paid the entrance fee, pronounced the event a ""beautiful night"". The Mantra-Rock Dance was scheduled on Sunday evening, January 29, 1967 - a day of the week that Chet Helms deemed odd and unlikely to generate substantial attendance. He translated the meaning of the Sanskrit term mantra as ""mind deliverance"" and recommended the early-morning kirtans at the local Radha-Krishna temple ""for those coming down from LSD who want to stabilize their consciousness upon reentry,"" calling the temple's activity an ""important community service."""
